Id,Smiles,NCS1/Ric8 score,NCS1/D2R score
DB00471,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,-1.0778976024738105,-1.163154031698078
DB00472,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,-0.8109894860928687,-1.157970172083523
DB00473,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,-1.2898377431055499,-1.9746223406225158
DB00474,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,-0.9341682415372847,-1.6095492636050885
DB00475,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,-0.7970751919564958,-0.7247842171854988
DB00476,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,-1.137550170247717,-1.5877026661683122
DB00477,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,-1.6903387284462486,-2.5300062223629958
DB00478,CC(N)C12CC3CC(CC(C3)C1)C2,-1.873597950346298,-3.0604134798848923
DB00479,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,-1.7105486528614033,-3.97092847042458
DB00480,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,0.5649742866299592,0.2781746592300052
DB00481,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,-0.9722429985615351,-1.4602526115088592
DB00482,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,-0.8970255331814476,-1.3314131242189613
DB00483,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,-2.083066661160688,-4.047253352788616
DB00484,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,-1.0637341590320202,-2.0710549766931248
DB00485,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,-1.3083882966196239,-2.4940910932089766
DB00486,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,-1.2764241238622853,-1.6539050620439864
DB00487,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,-1.0503419840130277,-1.4468961935756497
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,-0.9409649199655652,-1.8230162559478027
DB00489,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,-0.7773212000752039,-1.3411005411027244
DB00490,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,-1.3166095161105211,-2.5817678657570973
DB00491,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-1.8395925329425182,-2.9978579589087158
DB00492,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,-1.2664954783594249,-1.9373271665140006
DB00493,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,-1.2978353553644473,-2.416720139955897
DB00494,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,-0.9379254691022899,-1.6603422610721044
DB00495,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,-1.6825539513183052,-2.9399045845013108
DB00496,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,-1.6570189575690693,-2.619011614344151
